komoditas,tanggal,harga,provinsi
Cabai Rawit,2023-02-23,81150.0,DI Yogyakarta
Cabai Rawit,2023-02-24,81150.0,DI Yogyakarta
Cabai Rawit,2023-02-27,81150.0,DI Yogyakarta
Cabai Rawit,2023-02-28,81150.0,DI Yogyakarta
Cabai Rawit,2023-03-01,81150.0,DI Yogyakarta
Cabai Rawit,2023-03-02,81150.0,DI Yogyakarta
Cabai Rawit,2023-03-03,81150.0,DI Yogyakarta
Cabai Rawit,2023-03-06,81150.0,DI Yogyakarta
Cabai Rawit,2023-03-07,81150.0,DI Yogyakarta
Cabai Rawit,2023-03-08,81150.0,DI Yogyakarta
Cabai Rawit,2023-03-09,81150.0,DI Yogyakarta
Cabai Rawit,2023-03-10,81150.0,DI Yogyakarta
Cabai Rawit,2023-03-13,81150.0,DI Yogyakarta
Cabai Rawit,2023-03-14,81150.0,DI Yogyakarta
Cabai Rawit,2023-03-15,81150.0,DI Yogyakarta
Cabai Rawit,2023-03-16,81150.0,DI Yogyakarta
Cabai Rawit,2023-03-17,81150.0,DI Yogyakarta
Cabai Rawit,2023-03-20,81150.0,DI Yogyakarta
Cabai Rawit,2023-03-21,81150.0,DI Yogyakarta
Cabai Rawit,2023-03-22,81150.0,DI Yogyakarta
Cabai Rawit,2023-03-23,81150.0,DI Yogyakarta
Cabai Rawit,2023-03-24,81150.0,DI Yogyakarta
Cabai Rawit,2023-03-27,81150.0,DI Yogyakarta
Cabai Rawit,2023-03-28,86250.0,DI Yogyakarta
Cabai Rawit,2023-03-29,86250.0,DI Yogyakarta
Cabai Rawit,2023-03-30,86250.0,DI Yogyakarta
Cabai Rawit,2023-03-31,86250.0,DI Yogyakarta
Cabai Rawit,2023-04-03,86250.0,DI Yogyakarta
Cabai Rawit,2023-04-04,84750.0,DI Yogyakarta
Cabai Rawit,2023-04-05,84750.0,DI Yogyakarta
Cabai Rawit,2023-04-06,84750.0,DI Yogyakarta
Cabai Rawit,2023-04-07,84750.0,DI Yogyakarta
Cabai Rawit,2023-04-10,84750.0,DI Yogyakarta
Cabai Rawit,2023-04-11,84750.0,DI Yogyakarta
Cabai Rawit,2023-04-12,84750.0,DI Yogyakarta
Cabai Rawit,2023-04-13,84750.0,DI Yogyakarta
Cabai Rawit,2023-04-14,84750.0,DI Yogyakarta
Cabai Rawit,2023-04-17,84750.0,DI Yogyakarta
Cabai Rawit,2023-04-18,83750.0,DI Yogyakarta
Cabai Rawit,2023-04-19,83750.0,DI Yogyakarta
Cabai Rawit,2023-04-20,83750.0,DI Yogyakarta
Cabai Rawit,2023-04-21,83750.0,DI Yogyakarta
Cabai Rawit,2023-04-24,83750.0,DI Yogyakarta
Cabai Rawit,2023-04-25,83750.0,DI Yogyakarta
Cabai Rawit,2023-04-26,83750.0,DI Yogyakarta
Cabai Rawit,2023-04-27,83750.0,DI Yogyakarta
Cabai Rawit,2023-04-28,83750.0,DI Yogyakarta
Cabai Rawit,2023-05-01,83750.0,DI Yogyakarta
Cabai Rawit,2023-05-02,83750.0,DI Yogyakarta
Cabai Rawit,2023-05-03,83750.0,DI Yogyakarta
Cabai Rawit,2023-05-04,83750.0,DI Yogyakarta
Cabai Rawit,2023-05-05,83750.0,DI Yogyakarta
Cabai Rawit,2023-05-08,83750.0,DI Yogyakarta
Cabai Rawit,2023-05-09,83750.0,DI Yogyakarta
Cabai Rawit,2023-05-10,83750.0,DI Yogyakarta
Cabai Rawit,2023-05-11,83750.0,DI Yogyakarta
Cabai Rawit,2023-05-12,83750.0,DI Yogyakarta
Cabai Rawit,2023-05-15,83750.0,DI Yogyakarta
Cabai Rawit,2023-05-16,83750.0,DI Yogyakarta
Cabai Rawit,2023-05-17,83750.0,DI Yogyakarta
Cabai Rawit,2023-05-18,83750.0,DI Yogyakarta
Cabai Rawit,2023-05-19,83750.0,DI Yogyakarta
Cabai Rawit,2023-05-22,83750.0,DI Yogyakarta
Cabai Rawit,2023-05-23,74200.0,DI Yogyakarta
Cabai Rawit,2023-05-24,74200.0,DI Yogyakarta
Cabai Rawit,2023-05-25,74200.0,DI Yogyakarta
Cabai Rawit,2023-05-26,74200.0,DI Yogyakarta
Cabai Rawit,2023-05-29,74200.0,DI Yogyakarta
Cabai Rawit,2023-05-30,69700.0,DI Yogyakarta
Cabai Rawit,2023-05-31,69700.0,DI Yogyakarta
Cabai Rawit,2023-06-01,69700.0,DI Yogyakarta
Cabai Rawit,2023-06-02,69700.0,DI Yogyakarta
Cabai Rawit,2023-06-05,69700.0,DI Yogyakarta
Cabai Rawit,2023-06-06,69700.0,DI Yogyakarta
Cabai Rawit,2023-06-07,69700.0,DI Yogyakarta
Cabai Rawit,2023-06-08,69700.0,DI Yogyakarta
Cabai Rawit,2023-06-09,69700.0,DI Yogyakarta
Cabai Rawit,2023-06-12,69700.0,DI Yogyakarta
Cabai Rawit,2023-06-13,71400.0,DI Yogyakarta
Cabai Rawit,2023-06-14,71400.0,DI Yogyakarta
Cabai Rawit,2023-06-15,71400.0,DI Yogyakarta
Cabai Rawit,2023-06-16,71400.0,DI Yogyakarta
Cabai Rawit,2023-06-19,71400.0,DI Yogyakarta
Cabai Rawit,2023-06-20,64100.0,DI Yogyakarta
Cabai Rawit,2023-06-21,64100.0,DI Yogyakarta
Cabai Rawit,2023-06-22,64100.0,DI Yogyakarta
Cabai Rawit,2023-06-23,64100.0,DI Yogyakarta
Cabai Rawit,2023-06-26,64100.0,DI Yogyakarta
Cabai Rawit,2023-06-27,64100.0,DI Yogyakarta
Cabai Rawit,2023-06-28,64100.0,DI Yogyakarta
Cabai Rawit,2023-06-29,64100.0,DI Yogyakarta
Cabai Rawit,2023-06-30,64100.0,DI Yogyakarta
Cabai Rawit,2023-07-03,64100.0,DI Yogyakarta
Cabai Rawit,2023-07-04,64100.0,DI Yogyakarta
Cabai Rawit,2023-07-05,64100.0,DI Yogyakarta
Cabai Rawit,2023-07-06,64100.0,DI Yogyakarta
Cabai Rawit,2023-07-07,64100.0,DI Yogyakarta
Cabai Rawit,2023-07-10,64100.0,DI Yogyakarta
Cabai Rawit,2023-07-11,64100.0,DI Yogyakarta
Cabai Rawit,2023-07-12,64100.0,DI Yogyakarta
Cabai Rawit,2023-07-13,64100.0,DI Yogyakarta
Cabai Rawit,2023-07-14,64100.0,DI Yogyakarta
Cabai Rawit,2023-07-17,64100.0,DI Yogyakarta
Cabai Rawit,2023-07-18,64100.0,DI Yogyakarta
Cabai Rawit,2023-07-19,64100.0,DI Yogyakarta
Cabai Rawit,2023-07-20,64100.0,DI Yogyakarta
Cabai Rawit,2023-07-21,64100.0,DI Yogyakarta
Cabai Rawit,2023-07-24,64100.0,DI Yogyakarta
Cabai Rawit,2023-07-25,64100.0,DI Yogyakarta
Cabai Rawit,2023-07-26,64100.0,DI Yogyakarta
Cabai Rawit,2023-07-27,64100.0,DI Yogyakarta
Cabai Rawit,2023-07-28,64100.0,DI Yogyakarta
Cabai Rawit,2023-07-31,64100.0,DI Yogyakarta
Cabai Rawit,2023-08-01,55900.0,DI Yogyakarta
Cabai Rawit,2023-08-02,55900.0,DI Yogyakarta
Cabai Rawit,2023-08-03,55900.0,DI Yogyakarta
Cabai Rawit,2023-08-04,55900.0,DI Yogyakarta
Cabai Rawit,2023-08-07,55900.0,DI Yogyakarta
Cabai Rawit,2023-08-08,57150.0,DI Yogyakarta
Cabai Rawit,2023-08-09,57150.0,DI Yogyakarta
Cabai Rawit,2023-08-10,57150.0,DI Yogyakarta
Cabai Rawit,2023-08-11,57150.0,DI Yogyakarta
Cabai Rawit,2023-08-14,57150.0,DI Yogyakarta
Cabai Rawit,2023-08-15,52300.0,DI Yogyakarta
Cabai Rawit,2023-08-16,52300.0,DI Yogyakarta
Cabai Rawit,2023-08-17,52300.0,DI Yogyakarta
Cabai Rawit,2023-08-18,52300.0,DI Yogyakarta
Cabai Rawit,2023-08-21,52300.0,DI Yogyakarta
Cabai Rawit,2023-08-22,52900.0,DI Yogyakarta
Cabai Rawit,2023-08-23,52900.0,DI Yogyakarta
Cabai Rawit,2023-08-24,52900.0,DI Yogyakarta
Cabai Rawit,2023-08-25,52900.0,DI Yogyakarta
Cabai Rawit,2023-08-28,52900.0,DI Yogyakarta
Cabai Rawit,2023-08-29,55650.0,DI Yogyakarta
Cabai Rawit,2023-08-30,55650.0,DI Yogyakarta
Cabai Rawit,2023-08-31,55650.0,DI Yogyakarta
Cabai Rawit,2023-09-01,55650.0,DI Yogyakarta
Cabai Rawit,2023-09-04,55650.0,DI Yogyakarta
Cabai Rawit,2023-09-05,55150.0,DI Yogyakarta
Cabai Rawit,2023-09-06,55150.0,DI Yogyakarta
Cabai Rawit,2023-09-07,55150.0,DI Yogyakarta
Cabai Rawit,2023-09-08,55150.0,DI Yogyakarta
Cabai Rawit,2023-09-11,55150.0,DI Yogyakarta
Cabai Rawit,2023-09-12,55150.0,DI Yogyakarta
Cabai Rawit,2023-09-13,55150.0,DI Yogyakarta
Cabai Rawit,2023-09-14,55150.0,DI Yogyakarta
Cabai Rawit,2023-09-15,55150.0,DI Yogyakarta
Cabai Rawit,2023-09-18,55150.0,DI Yogyakarta
Cabai Rawit,2023-09-19,55150.0,DI Yogyakarta
Cabai Rawit,2023-09-20,55150.0,DI Yogyakarta
Cabai Rawit,2023-09-21,55150.0,DI Yogyakarta
Cabai Rawit,2023-09-22,55150.0,DI Yogyakarta
Cabai Rawit,2023-09-25,55150.0,DI Yogyakarta
Cabai Rawit,2023-09-26,55150.0,DI Yogyakarta
Cabai Rawit,2023-09-27,55150.0,DI Yogyakarta
Cabai Rawit,2023-09-28,55150.0,DI Yogyakarta
Cabai Rawit,2023-09-29,55150.0,DI Yogyakarta
Cabai Rawit,2023-10-02,55150.0,DI Yogyakarta
Cabai Rawit,2023-10-03,55150.0,DI Yogyakarta
Cabai Rawit,2023-10-04,55150.0,DI Yogyakarta
Cabai Rawit,2023-10-05,55150.0,DI Yogyakarta
Cabai Rawit,2023-10-06,55150.0,DI Yogyakarta
Cabai Rawit,2023-10-09,55150.0,DI Yogyakarta
Cabai Rawit,2023-10-10,53300.0,DI Yogyakarta
Cabai Rawit,2023-10-11,53300.0,DI Yogyakarta
Cabai Rawit,2023-10-12,53300.0,DI Yogyakarta
Cabai Rawit,2023-10-13,53300.0,DI Yogyakarta
Cabai Rawit,2023-10-16,53300.0,DI Yogyakarta
Cabai Rawit,2023-10-17,84650.0,DI Yogyakarta
Cabai Rawit,2023-10-18,84650.0,DI Yogyakarta
Cabai Rawit,2023-10-19,84650.0,DI Yogyakarta
Cabai Rawit,2023-10-20,84650.0,DI Yogyakarta
Cabai Rawit,2023-10-23,84650.0,DI Yogyakarta
Cabai Rawit,2023-10-24,64600.0,DI Yogyakarta
Cabai Rawit,2023-10-25,64600.0,DI Yogyakarta
Cabai Rawit,2023-10-26,64600.0,DI Yogyakarta
Cabai Rawit,2023-10-27,64600.0,DI Yogyakarta
Cabai Rawit,2023-10-30,64600.0,DI Yogyakarta
Cabai Rawit,2023-10-31,71100.0,DI Yogyakarta
Cabai Rawit,2023-11-01,71100.0,DI Yogyakarta
Cabai Rawit,2023-11-02,71100.0,DI Yogyakarta
Cabai Rawit,2023-11-03,71100.0,DI Yogyakarta
Cabai Rawit,2023-11-06,71100.0,DI Yogyakarta
Cabai Rawit,2023-11-07,82150.0,DI Yogyakarta
Cabai Rawit,2023-11-08,82150.0,DI Yogyakarta
Cabai Rawit,2023-11-09,82150.0,DI Yogyakarta
Cabai Rawit,2023-11-10,82150.0,DI Yogyakarta
Cabai Rawit,2023-11-13,82150.0,DI Yogyakarta
Cabai Rawit,2023-11-14,84650.0,DI Yogyakarta
Cabai Rawit,2023-11-15,84650.0,DI Yogyakarta
Cabai Rawit,2023-11-16,84650.0,DI Yogyakarta
Cabai Rawit,2023-11-17,84650.0,DI Yogyakarta
Cabai Rawit,2023-11-20,84650.0,DI Yogyakarta
Cabai Rawit,2023-11-21,87150.0,DI Yogyakarta
Cabai Rawit,2023-11-22,87150.0,DI Yogyakarta
Cabai Rawit,2023-11-23,87150.0,DI Yogyakarta
Cabai Rawit,2023-11-24,87150.0,DI Yogyakarta
Cabai Rawit,2023-11-27,87150.0,DI Yogyakarta
Cabai Rawit,2023-11-28,87150.0,DI Yogyakarta
Cabai Rawit,2023-11-29,,DI Yogyakarta
Cabai Rawit,2023-11-30,,DI Yogyakarta
Cabai Rawit,2023-12-01,,DI Yogyakarta
Cabai Rawit,2023-12-04,,DI Yogyakarta
Cabai Rawit,2023-12-05,,DI Yogyakarta
Cabai Rawit,2023-12-06,,DI Yogyakarta
Cabai Rawit,2023-12-07,,DI Yogyakarta
Cabai Rawit,2023-12-08,97700.0,DI Yogyakarta
Cabai Rawit,2023-12-11,97700.0,DI Yogyakarta
Cabai Rawit,2023-12-12,97700.0,DI Yogyakarta
Cabai Rawit,2023-12-13,,DI Yogyakarta
Cabai Rawit,2023-12-14,111950.0,DI Yogyakarta
Cabai Rawit,2023-12-15,111950.0,DI Yogyakarta
Cabai Rawit,2023-12-18,111950.0,DI Yogyakarta
Cabai Rawit,2023-12-19,111950.0,DI Yogyakarta
Cabai Rawit,2023-12-20,111950.0,DI Yogyakarta
Cabai Rawit,2023-12-21,111950.0,DI Yogyakarta
Cabai Rawit,2023-12-22,111950.0,DI Yogyakarta
Cabai Rawit,2023-12-25,111950.0,DI Yogyakarta
Cabai Rawit,2023-12-26,111950.0,DI Yogyakarta
Cabai Rawit,2023-12-27,111950.0,DI Yogyakarta
Cabai Rawit,2023-12-28,111950.0,DI Yogyakarta
Cabai Rawit,2023-12-29,111950.0,DI Yogyakarta
Cabai Rawit,2024-01-01,111950.0,DI Yogyakarta
Cabai Rawit,2024-01-02,112200.0,DI Yogyakarta
Cabai Rawit,2024-01-03,112200.0,DI Yogyakarta
Cabai Rawit,2024-01-04,112200.0,DI Yogyakarta
Cabai Rawit,2024-01-05,112200.0,DI Yogyakarta
Cabai Rawit,2024-01-08,112200.0,DI Yogyakarta
Cabai Rawit,2024-01-09,114450.0,DI Yogyakarta
Cabai Rawit,2024-01-10,114450.0,DI Yogyakarta
Cabai Rawit,2024-01-11,114450.0,DI Yogyakarta
Cabai Rawit,2024-01-12,114450.0,DI Yogyakarta
Cabai Rawit,2024-01-15,114450.0,DI Yogyakarta
Cabai Rawit,2024-01-16,114450.0,DI Yogyakarta
Cabai Rawit,2024-01-17,114450.0,DI Yogyakarta
Cabai Rawit,2024-01-18,114450.0,DI Yogyakarta
Cabai Rawit,2024-01-19,114450.0,DI Yogyakarta
Cabai Rawit,2024-01-22,114450.0,DI Yogyakarta
Cabai Rawit,2024-01-23,90450.0,DI Yogyakarta
Cabai Rawit,2024-01-24,90450.0,DI Yogyakarta
Cabai Rawit,2024-01-25,90450.0,DI Yogyakarta
Cabai Rawit,2024-01-26,90450.0,DI Yogyakarta
Cabai Rawit,2024-01-29,90450.0,DI Yogyakarta
Cabai Rawit,2024-01-30,84900.0,DI Yogyakarta
Cabai Rawit,2024-01-31,84900.0,DI Yogyakarta
Cabai Rawit,2024-02-01,84900.0,DI Yogyakarta
Cabai Rawit,2024-02-02,84900.0,DI Yogyakarta
Cabai Rawit,2024-02-05,84900.0,DI Yogyakarta
Cabai Rawit,2024-02-06,84900.0,DI Yogyakarta
Cabai Rawit,2024-02-07,84900.0,DI Yogyakarta
Cabai Rawit,2024-02-08,84900.0,DI Yogyakarta
Cabai Rawit,2024-02-09,84900.0,DI Yogyakarta
Cabai Rawit,2024-02-12,84900.0,DI Yogyakarta
Cabai Rawit,2024-02-13,84900.0,DI Yogyakarta
Cabai Rawit,2024-02-14,84900.0,DI Yogyakarta
Cabai Rawit,2024-02-15,84900.0,DI Yogyakarta
Cabai Rawit,2024-02-16,84900.0,DI Yogyakarta
Cabai Rawit,2024-02-19,84900.0,DI Yogyakarta
Cabai Rawit,2024-02-20,82400.0,DI Yogyakarta
Cabai Rawit,2024-02-21,82400.0,DI Yogyakarta
Cabai Rawit,2024-02-22,82400.0,DI Yogyakarta
Cabai Rawit,2024-02-23,82400.0,DI Yogyakarta
Cabai Rawit,2024-02-26,82400.0,DI Yogyakarta
Cabai Rawit,2024-02-27,82400.0,DI Yogyakarta
Cabai Rawit,2024-02-28,82400.0,DI Yogyakarta
Cabai Rawit,2024-02-29,82400.0,DI Yogyakarta
Cabai Rawit,2024-03-01,82400.0,DI Yogyakarta
Cabai Rawit,2024-03-04,82400.0,DI Yogyakarta
Cabai Rawit,2024-03-05,88950.0,DI Yogyakarta
Cabai Rawit,2024-03-06,88950.0,DI Yogyakarta
Cabai Rawit,2024-03-07,88950.0,DI Yogyakarta
Cabai Rawit,2024-03-08,88950.0,DI Yogyakarta
Cabai Rawit,2024-03-11,88950.0,DI Yogyakarta
Cabai Rawit,2024-03-12,88950.0,DI Yogyakarta
Cabai Rawit,2024-03-13,88950.0,DI Yogyakarta
Cabai Rawit,2024-03-14,88950.0,DI Yogyakarta
Cabai Rawit,2024-03-15,88950.0,DI Yogyakarta
Cabai Rawit,2024-03-18,88950.0,DI Yogyakarta
Cabai Rawit,2024-03-19,88950.0,DI Yogyakarta
Cabai Rawit,2024-03-20,88950.0,DI Yogyakarta
Cabai Rawit,2024-03-21,88950.0,DI Yogyakarta
Cabai Rawit,2024-03-22,88950.0,DI Yogyakarta
Cabai Rawit,2024-03-25,88950.0,DI Yogyakarta
Cabai Rawit,2024-03-26,86700.0,DI Yogyakarta
Cabai Rawit,2024-03-27,86700.0,DI Yogyakarta
Cabai Rawit,2024-03-28,86700.0,DI Yogyakarta
Cabai Rawit,2024-03-29,86700.0,DI Yogyakarta
Cabai Rawit,2024-04-01,86700.0,DI Yogyakarta
Cabai Rawit,2024-04-02,83700.0,DI Yogyakarta
Cabai Rawit,2024-04-03,83700.0,DI Yogyakarta
Cabai Rawit,2024-04-04,83700.0,DI Yogyakarta
Cabai Rawit,2024-04-05,83700.0,DI Yogyakarta
Cabai Rawit,2024-04-08,83700.0,DI Yogyakarta
Cabai Rawit,2024-04-09,83700.0,DI Yogyakarta
Cabai Rawit,2024-04-10,83700.0,DI Yogyakarta
Cabai Rawit,2024-04-11,83700.0,DI Yogyakarta
Cabai Rawit,2024-04-12,83700.0,DI Yogyakarta
Cabai Rawit,2024-04-15,83700.0,DI Yogyakarta
Cabai Rawit,2024-04-16,83700.0,DI Yogyakarta
Cabai Rawit,2024-04-17,83700.0,DI Yogyakarta
Cabai Rawit,2024-04-18,83700.0,DI Yogyakarta
Cabai Rawit,2024-04-19,83700.0,DI Yogyakarta
Cabai Rawit,2024-04-22,83700.0,DI Yogyakarta
Cabai Rawit,2024-04-23,83700.0,DI Yogyakarta
Cabai Rawit,2024-04-24,,DI Yogyakarta
Cabai Rawit,2024-04-25,,DI Yogyakarta
Cabai Rawit,2024-04-26,83700.0,DI Yogyakarta
Cabai Rawit,2024-04-29,83700.0,DI Yogyakarta
Cabai Rawit,2024-04-30,81400.0,DI Yogyakarta
Cabai Rawit,2024-05-01,81400.0,DI Yogyakarta
Cabai Rawit,2024-05-02,81400.0,DI Yogyakarta
Cabai Rawit,2024-05-03,81400.0,DI Yogyakarta
Cabai Rawit,2024-05-06,81400.0,DI Yogyakarta
Cabai Rawit,2024-05-07,81400.0,DI Yogyakarta
Cabai Rawit,2024-05-08,81400.0,DI Yogyakarta
Cabai Rawit,2024-05-09,81400.0,DI Yogyakarta
Cabai Rawit,2024-05-10,81400.0,DI Yogyakarta
Cabai Rawit,2024-05-13,81400.0,DI Yogyakarta
Cabai Rawit,2024-05-14,75400.0,DI Yogyakarta
Cabai Rawit,2024-05-15,75400.0,DI Yogyakarta
Cabai Rawit,2024-05-16,75400.0,DI Yogyakarta
Cabai Rawit,2024-05-17,75400.0,DI Yogyakarta
Cabai Rawit,2024-05-20,75400.0,DI Yogyakarta
Cabai Rawit,2024-05-21,75400.0,DI Yogyakarta
Cabai Rawit,2024-05-22,75400.0,DI Yogyakarta
Cabai Rawit,2024-05-23,75400.0,DI Yogyakarta
Cabai Rawit,2024-05-24,75400.0,DI Yogyakarta
Cabai Rawit,2024-05-27,75400.0,DI Yogyakarta
Cabai Rawit,2024-05-28,75400.0,DI Yogyakarta
Cabai Rawit,2024-05-29,75400.0,DI Yogyakarta
Cabai Rawit,2024-05-30,75400.0,DI Yogyakarta
Cabai Rawit,2024-05-31,75400.0,DI Yogyakarta
Cabai Rawit,2024-06-03,75400.0,DI Yogyakarta
Cabai Rawit,2024-06-04,75400.0,DI Yogyakarta
Cabai Rawit,2024-06-05,75400.0,DI Yogyakarta
Cabai Rawit,2024-06-06,75400.0,DI Yogyakarta
Cabai Rawit,2024-06-07,75400.0,DI Yogyakarta
Cabai Rawit,2024-06-10,75400.0,DI Yogyakarta
Cabai Rawit,2024-06-11,75400.0,DI Yogyakarta
Cabai Rawit,2024-06-12,,DI Yogyakarta
Cabai Rawit,2024-06-13,68400.0,DI Yogyakarta
Cabai Rawit,2024-06-14,68400.0,DI Yogyakarta
Cabai Rawit,2024-06-17,68400.0,DI Yogyakarta
Cabai Rawit,2024-06-18,68400.0,DI Yogyakarta
Cabai Rawit,2024-06-19,68400.0,DI Yogyakarta
Cabai Rawit,2024-06-20,68400.0,DI Yogyakarta
Cabai Rawit,2024-06-21,68400.0,DI Yogyakarta
Cabai Rawit,2024-06-24,68400.0,DI Yogyakarta
Cabai Rawit,2024-06-25,68400.0,DI Yogyakarta
Cabai Rawit,2024-06-26,69400.0,DI Yogyakarta
Cabai Rawit,2024-06-27,69400.0,DI Yogyakarta
Cabai Rawit,2024-06-28,69400.0,DI Yogyakarta
Cabai Rawit,2024-07-01,69400.0,DI Yogyakarta
Cabai Rawit,2024-07-02,69400.0,DI Yogyakarta
Cabai Rawit,2024-07-03,69400.0,DI Yogyakarta
Cabai Rawit,2024-07-04,69400.0,DI Yogyakarta
Cabai Rawit,2024-07-05,69400.0,DI Yogyakarta
Cabai Rawit,2024-07-08,69400.0,DI Yogyakarta
Cabai Rawit,2024-07-09,69400.0,DI Yogyakarta
Cabai Rawit,2024-07-10,,DI Yogyakarta
Cabai Rawit,2024-07-11,69400.0,DI Yogyakarta
Cabai Rawit,2024-07-12,69400.0,DI Yogyakarta
Cabai Rawit,2024-07-15,69400.0,DI Yogyakarta
Cabai Rawit,2024-07-16,69400.0,DI Yogyakarta
Cabai Rawit,2024-07-17,69400.0,DI Yogyakarta
Cabai Rawit,2024-07-18,69400.0,DI Yogyakarta
Cabai Rawit,2024-07-19,69400.0,DI Yogyakarta
Cabai Rawit,2024-07-22,69400.0,DI Yogyakarta
Cabai Rawit,2024-07-23,69400.0,DI Yogyakarta
Cabai Rawit,2024-07-24,,DI Yogyakarta
Cabai Rawit,2024-07-25,66500.0,DI Yogyakarta
Cabai Rawit,2024-07-26,66500.0,DI Yogyakarta
Cabai Rawit,2024-07-29,66500.0,DI Yogyakarta
Cabai Rawit,2024-07-30,66500.0,DI Yogyakarta
Cabai Rawit,2024-07-31,,DI Yogyakarta
Cabai Rawit,2024-08-01,,DI Yogyakarta
Cabai Rawit,2024-08-02,66500.0,DI Yogyakarta
Cabai Rawit,2024-08-05,66500.0,DI Yogyakarta
Cabai Rawit,2024-08-06,66500.0,DI Yogyakarta
Cabai Rawit,2024-08-07,66500.0,DI Yogyakarta
Cabai Rawit,2024-08-08,66500.0,DI Yogyakarta
Cabai Rawit,2024-08-09,66500.0,DI Yogyakarta
Cabai Rawit,2024-08-12,66500.0,DI Yogyakarta
Cabai Rawit,2024-08-13,66500.0,DI Yogyakarta
Cabai Rawit,2024-08-14,,DI Yogyakarta
Cabai Rawit,2024-08-15,,DI Yogyakarta
Cabai Rawit,2024-08-16,66500.0,DI Yogyakarta
Cabai Rawit,2024-08-19,66500.0,DI Yogyakarta
Cabai Rawit,2024-08-20,66500.0,DI Yogyakarta
Cabai Rawit,2024-08-21,,DI Yogyakarta
Cabai Rawit,2024-08-22,78050.0,DI Yogyakarta
Cabai Rawit,2024-08-23,78050.0,DI Yogyakarta
Cabai Rawit,2024-08-26,78050.0,DI Yogyakarta
Cabai Rawit,2024-08-27,78050.0,DI Yogyakarta
Cabai Rawit,2024-08-28,,DI Yogyakarta
Cabai Rawit,2024-08-29,,DI Yogyakarta
Cabai Rawit,2024-08-30,73750.0,DI Yogyakarta
Cabai Rawit,2024-09-02,73750.0,DI Yogyakarta
Cabai Rawit,2024-09-03,73750.0,DI Yogyakarta
Cabai Rawit,2024-09-04,73750.0,DI Yogyakarta
Cabai Rawit,2024-09-05,73750.0,DI Yogyakarta
Cabai Rawit,2024-09-06,73750.0,DI Yogyakarta
Cabai Rawit,2024-09-09,73750.0,DI Yogyakarta
Cabai Rawit,2024-09-10,73750.0,DI Yogyakarta
Cabai Rawit,2024-09-11,,DI Yogyakarta
Cabai Rawit,2024-09-12,77500.0,DI Yogyakarta
Cabai Rawit,2024-09-13,77500.0,DI Yogyakarta
Cabai Rawit,2024-09-16,77500.0,DI Yogyakarta
Cabai Rawit,2024-09-17,80400.0,DI Yogyakarta
Cabai Rawit,2024-09-18,80400.0,DI Yogyakarta
Cabai Rawit,2024-09-19,80400.0,DI Yogyakarta
Cabai Rawit,2024-09-20,80400.0,DI Yogyakarta
Cabai Rawit,2024-09-23,80400.0,DI Yogyakarta
Cabai Rawit,2024-09-24,80400.0,DI Yogyakarta
Cabai Rawit,2024-09-25,,DI Yogyakarta
Cabai Rawit,2024-09-26,73650.0,DI Yogyakarta
Cabai Rawit,2024-09-27,73650.0,DI Yogyakarta
Cabai Rawit,2024-09-30,73650.0,DI Yogyakarta
Cabai Rawit,2024-10-01,73650.0,DI Yogyakarta
Cabai Rawit,2024-10-02,73650.0,DI Yogyakarta
Cabai Rawit,2024-10-03,73650.0,DI Yogyakarta
Cabai Rawit,2024-10-04,73650.0,DI Yogyakarta
Cabai Rawit,2024-10-07,73650.0,DI Yogyakarta
Cabai Rawit,2024-10-08,73650.0,DI Yogyakarta
Cabai Rawit,2024-10-09,,DI Yogyakarta
Cabai Rawit,2024-10-10,71150.0,DI Yogyakarta
Cabai Rawit,2024-10-11,71150.0,DI Yogyakarta
Cabai Rawit,2024-10-14,71150.0,DI Yogyakarta
Cabai Rawit,2024-10-15,71150.0,DI Yogyakarta
Cabai Rawit,2024-10-16,71150.0,DI Yogyakarta
Cabai Rawit,2024-10-17,71150.0,DI Yogyakarta
Cabai Rawit,2024-10-18,71150.0,DI Yogyakarta
Cabai Rawit,2024-10-21,71150.0,DI Yogyakarta
Cabai Rawit,2024-10-22,71150.0,DI Yogyakarta
Cabai Rawit,2024-10-23,,DI Yogyakarta
Cabai Rawit,2024-10-24,71150.0,DI Yogyakarta
Cabai Rawit,2024-10-25,71150.0,DI Yogyakarta
Cabai Rawit,2024-10-28,71150.0,DI Yogyakarta
Cabai Rawit,2024-10-29,71150.0,DI Yogyakarta
Cabai Rawit,2024-10-30,,DI Yogyakarta
Cabai Rawit,2024-10-31,69900.0,DI Yogyakarta
Cabai Rawit,2024-11-01,69900.0,DI Yogyakarta
Cabai Rawit,2024-11-04,69900.0,DI Yogyakarta
Cabai Rawit,2024-11-05,69900.0,DI Yogyakarta
Cabai Rawit,2024-11-06,,DI Yogyakarta
Cabai Rawit,2024-11-07,69900.0,DI Yogyakarta
Cabai Rawit,2024-11-08,69900.0,DI Yogyakarta
Cabai Rawit,2024-11-11,69900.0,DI Yogyakarta
Cabai Rawit,2024-11-12,69900.0,DI Yogyakarta
Cabai Rawit,2024-11-13,,DI Yogyakarta
Cabai Rawit,2024-11-14,69900.0,DI Yogyakarta
Cabai Rawit,2024-11-15,69900.0,DI Yogyakarta
Cabai Rawit,2024-11-18,69900.0,DI Yogyakarta
Cabai Rawit,2024-11-19,69900.0,DI Yogyakarta
