komoditas,tanggal,harga,provinsi
Cabai Rawit,2020-01-01,59500.0,Aceh
Cabai Rawit,2020-01-02,59500.0,Aceh
Cabai Rawit,2020-01-03,59500.0,Aceh
Cabai Rawit,2020-01-06,59500.0,Aceh
Cabai Rawit,2020-01-07,59500.0,Aceh
Cabai Rawit,2020-01-08,58500.0,Aceh
Cabai Rawit,2020-01-09,58500.0,Aceh
Cabai Rawit,2020-01-10,58500.0,Aceh
Cabai Rawit,2020-01-13,58500.0,Aceh
Cabai Rawit,2020-01-14,58500.0,Aceh
Cabai Rawit,2020-01-15,58500.0,Aceh
Cabai Rawit,2020-01-16,58500.0,Aceh
Cabai Rawit,2020-01-17,58500.0,Aceh
Cabai Rawit,2020-01-20,58500.0,Aceh
Cabai Rawit,2020-01-21,58500.0,Aceh
Cabai Rawit,2020-01-22,59650.0,Aceh
Cabai Rawit,2020-01-23,59650.0,Aceh
Cabai Rawit,2020-01-24,59650.0,Aceh
Cabai Rawit,2020-01-27,59650.0,Aceh
Cabai Rawit,2020-01-28,59650.0,Aceh
Cabai Rawit,2020-01-29,59650.0,Aceh
Cabai Rawit,2020-01-30,59650.0,Aceh
Cabai Rawit,2020-01-31,59650.0,Aceh
Cabai Rawit,2020-02-03,59650.0,Aceh
Cabai Rawit,2020-02-04,59650.0,Aceh
Cabai Rawit,2020-02-05,63200.0,Aceh
Cabai Rawit,2020-02-06,63200.0,Aceh
Cabai Rawit,2020-02-07,63200.0,Aceh
Cabai Rawit,2020-02-10,63200.0,Aceh
Cabai Rawit,2020-02-11,63200.0,Aceh
Cabai Rawit,2020-02-12,63200.0,Aceh
Cabai Rawit,2020-02-13,63200.0,Aceh
Cabai Rawit,2020-02-14,63200.0,Aceh
Cabai Rawit,2020-02-17,63200.0,Aceh
Cabai Rawit,2020-02-18,63200.0,Aceh
Cabai Rawit,2020-02-19,59500.0,Aceh
Cabai Rawit,2020-02-20,30000.0,Aceh
Cabai Rawit,2020-02-21,30000.0,Aceh
Cabai Rawit,2020-02-24,30000.0,Aceh
Cabai Rawit,2020-02-25,30000.0,Aceh
Cabai Rawit,2020-02-26,30000.0,Aceh
Cabai Rawit,2020-02-27,30000.0,Aceh
Cabai Rawit,2020-02-28,30000.0,Aceh
Cabai Rawit,2020-03-02,30000.0,Aceh
Cabai Rawit,2020-03-03,30000.0,Aceh
Cabai Rawit,2020-03-04,35000.0,Aceh
Cabai Rawit,2020-03-05,35000.0,Aceh
Cabai Rawit,2020-03-06,35000.0,Aceh
Cabai Rawit,2020-03-09,35000.0,Aceh
Cabai Rawit,2020-03-10,35000.0,Aceh
Cabai Rawit,2020-03-11,35000.0,Aceh
Cabai Rawit,2020-03-12,35000.0,Aceh
Cabai Rawit,2020-03-13,35000.0,Aceh
Cabai Rawit,2020-03-16,35000.0,Aceh
Cabai Rawit,2020-03-17,35000.0,Aceh
Cabai Rawit,2020-03-18,35000.0,Aceh
Cabai Rawit,2020-03-19,35000.0,Aceh
Cabai Rawit,2020-03-20,35000.0,Aceh
Cabai Rawit,2020-03-23,35000.0,Aceh
Cabai Rawit,2020-03-24,30000.0,Aceh
Cabai Rawit,2020-03-25,30000.0,Aceh
Cabai Rawit,2020-03-26,30000.0,Aceh
Cabai Rawit,2020-03-27,30000.0,Aceh
Cabai Rawit,2020-03-30,30000.0,Aceh
Cabai Rawit,2020-03-31,30000.0,Aceh
Cabai Rawit,2020-04-01,27000.0,Aceh
Cabai Rawit,2020-04-02,27000.0,Aceh
Cabai Rawit,2020-04-03,27000.0,Aceh
Cabai Rawit,2020-04-06,27000.0,Aceh
Cabai Rawit,2020-04-07,27000.0,Aceh
Cabai Rawit,2020-04-08,27000.0,Aceh
Cabai Rawit,2020-04-09,27000.0,Aceh
Cabai Rawit,2020-04-10,27000.0,Aceh
Cabai Rawit,2020-04-13,27000.0,Aceh
Cabai Rawit,2020-04-14,27000.0,Aceh
Cabai Rawit,2020-04-15,25000.0,Aceh
Cabai Rawit,2020-04-16,25000.0,Aceh
Cabai Rawit,2020-04-17,25000.0,Aceh
Cabai Rawit,2020-04-20,25000.0,Aceh
Cabai Rawit,2020-04-21,25000.0,Aceh
Cabai Rawit,2020-04-22,25000.0,Aceh
Cabai Rawit,2020-04-23,25000.0,Aceh
Cabai Rawit,2020-04-24,25000.0,Aceh
Cabai Rawit,2020-04-27,25000.0,Aceh
Cabai Rawit,2020-04-28,25000.0,Aceh
Cabai Rawit,2020-04-29,27000.0,Aceh
Cabai Rawit,2020-04-30,27000.0,Aceh
Cabai Rawit,2020-05-01,27000.0,Aceh
Cabai Rawit,2020-05-04,27000.0,Aceh
Cabai Rawit,2020-05-05,27000.0,Aceh
Cabai Rawit,2020-05-06,27000.0,Aceh
Cabai Rawit,2020-05-07,27000.0,Aceh
Cabai Rawit,2020-05-08,27000.0,Aceh
Cabai Rawit,2020-05-11,27000.0,Aceh
Cabai Rawit,2020-05-12,27000.0,Aceh
Cabai Rawit,2020-05-13,27000.0,Aceh
Cabai Rawit,2020-05-14,27000.0,Aceh
Cabai Rawit,2020-05-15,27000.0,Aceh
Cabai Rawit,2020-05-18,27000.0,Aceh
Cabai Rawit,2020-05-19,27000.0,Aceh
Cabai Rawit,2020-05-20,20000.0,Aceh
Cabai Rawit,2020-05-21,20000.0,Aceh
Cabai Rawit,2020-05-22,20000.0,Aceh
Cabai Rawit,2020-05-25,20000.0,Aceh
Cabai Rawit,2020-05-26,20000.0,Aceh
Cabai Rawit,2020-05-27,20000.0,Aceh
Cabai Rawit,2020-05-28,20000.0,Aceh
Cabai Rawit,2020-05-29,20000.0,Aceh
Cabai Rawit,2020-06-01,20000.0,Aceh
Cabai Rawit,2020-06-02,20000.0,Aceh
Cabai Rawit,2020-06-03,25000.0,Aceh
Cabai Rawit,2020-06-04,25000.0,Aceh
Cabai Rawit,2020-06-05,25000.0,Aceh
Cabai Rawit,2020-06-08,25000.0,Aceh
Cabai Rawit,2020-06-09,25000.0,Aceh
Cabai Rawit,2020-06-10,18000.0,Aceh
Cabai Rawit,2020-06-11,18000.0,Aceh
Cabai Rawit,2020-06-12,18000.0,Aceh
Cabai Rawit,2020-06-15,18000.0,Aceh
Cabai Rawit,2020-06-16,18000.0,Aceh
Cabai Rawit,2020-06-17,18000.0,Aceh
Cabai Rawit,2020-06-18,18000.0,Aceh
Cabai Rawit,2020-06-19,18000.0,Aceh
Cabai Rawit,2020-06-22,18000.0,Aceh
Cabai Rawit,2020-06-23,18000.0,Aceh
Cabai Rawit,2020-06-24,18000.0,Aceh
Cabai Rawit,2020-06-25,18000.0,Aceh
Cabai Rawit,2020-06-26,18000.0,Aceh
Cabai Rawit,2020-06-29,18000.0,Aceh
Cabai Rawit,2020-06-30,18000.0,Aceh
Cabai Rawit,2020-07-01,18000.0,Aceh
Cabai Rawit,2020-07-02,18000.0,Aceh
Cabai Rawit,2020-07-03,18000.0,Aceh
Cabai Rawit,2020-07-06,18000.0,Aceh
Cabai Rawit,2020-07-07,18000.0,Aceh
Cabai Rawit,2020-07-08,18000.0,Aceh
Cabai Rawit,2020-07-09,18000.0,Aceh
Cabai Rawit,2020-07-10,18000.0,Aceh
Cabai Rawit,2020-07-13,18000.0,Aceh
Cabai Rawit,2020-07-14,18000.0,Aceh
Cabai Rawit,2020-07-15,18000.0,Aceh
Cabai Rawit,2020-07-16,18000.0,Aceh
Cabai Rawit,2020-07-17,18000.0,Aceh
Cabai Rawit,2020-07-20,18000.0,Aceh
Cabai Rawit,2020-07-21,18000.0,Aceh
Cabai Rawit,2020-07-22,18000.0,Aceh
Cabai Rawit,2020-07-23,18000.0,Aceh
Cabai Rawit,2020-07-24,18000.0,Aceh
Cabai Rawit,2020-07-27,18000.0,Aceh
Cabai Rawit,2020-07-28,18000.0,Aceh
Cabai Rawit,2020-07-29,30000.0,Aceh
Cabai Rawit,2020-07-30,30000.0,Aceh
Cabai Rawit,2020-07-31,30000.0,Aceh
Cabai Rawit,2020-08-03,30000.0,Aceh
Cabai Rawit,2020-08-04,30000.0,Aceh
Cabai Rawit,2020-08-05,35000.0,Aceh
Cabai Rawit,2020-08-06,35000.0,Aceh
Cabai Rawit,2020-08-07,35000.0,Aceh
Cabai Rawit,2020-08-10,35000.0,Aceh
Cabai Rawit,2020-08-11,35000.0,Aceh
Cabai Rawit,2020-08-12,30000.0,Aceh
Cabai Rawit,2020-08-13,30000.0,Aceh
Cabai Rawit,2020-08-14,30000.0,Aceh
Cabai Rawit,2020-08-17,30000.0,Aceh
Cabai Rawit,2020-08-18,30000.0,Aceh
Cabai Rawit,2020-08-19,30000.0,Aceh
Cabai Rawit,2020-08-20,30000.0,Aceh
Cabai Rawit,2020-08-21,30000.0,Aceh
Cabai Rawit,2020-08-24,30000.0,Aceh
Cabai Rawit,2020-08-25,30000.0,Aceh
Cabai Rawit,2020-08-26,30000.0,Aceh
Cabai Rawit,2020-08-27,30000.0,Aceh
Cabai Rawit,2020-08-28,30000.0,Aceh
Cabai Rawit,2020-08-31,30000.0,Aceh
Cabai Rawit,2020-09-01,30000.0,Aceh
Cabai Rawit,2020-09-02,28000.0,Aceh
Cabai Rawit,2020-09-03,28000.0,Aceh
Cabai Rawit,2020-09-04,28000.0,Aceh
Cabai Rawit,2020-09-07,28000.0,Aceh
Cabai Rawit,2020-09-08,28000.0,Aceh
Cabai Rawit,2020-09-09,27000.0,Aceh
Cabai Rawit,2020-09-10,27000.0,Aceh
Cabai Rawit,2020-09-11,27000.0,Aceh
Cabai Rawit,2020-09-14,27000.0,Aceh
Cabai Rawit,2020-09-15,27000.0,Aceh
Cabai Rawit,2020-09-16,26500.0,Aceh
Cabai Rawit,2020-09-17,26500.0,Aceh
Cabai Rawit,2020-09-18,26500.0,Aceh
Cabai Rawit,2020-09-21,26500.0,Aceh
Cabai Rawit,2020-09-22,26500.0,Aceh
Cabai Rawit,2020-09-23,26500.0,Aceh
Cabai Rawit,2020-09-24,26500.0,Aceh
Cabai Rawit,2020-09-25,26500.0,Aceh
Cabai Rawit,2020-09-28,26500.0,Aceh
Cabai Rawit,2020-09-29,26500.0,Aceh
Cabai Rawit,2020-09-30,26500.0,Aceh
Cabai Rawit,2020-10-01,26500.0,Aceh
Cabai Rawit,2020-10-02,26500.0,Aceh
Cabai Rawit,2020-10-05,26500.0,Aceh
Cabai Rawit,2020-10-06,26500.0,Aceh
Cabai Rawit,2020-10-07,26000.0,Aceh
Cabai Rawit,2020-10-08,26000.0,Aceh
Cabai Rawit,2020-10-09,26000.0,Aceh
Cabai Rawit,2020-10-12,26000.0,Aceh
Cabai Rawit,2020-10-13,26000.0,Aceh
Cabai Rawit,2020-10-14,28000.0,Aceh
Cabai Rawit,2020-10-15,28000.0,Aceh
Cabai Rawit,2020-10-16,28000.0,Aceh
Cabai Rawit,2020-10-19,28000.0,Aceh
Cabai Rawit,2020-10-20,28000.0,Aceh
Cabai Rawit,2020-10-21,29000.0,Aceh
Cabai Rawit,2020-10-22,29000.0,Aceh
Cabai Rawit,2020-10-23,29000.0,Aceh
Cabai Rawit,2020-10-26,29000.0,Aceh
Cabai Rawit,2020-10-27,30750.0,Aceh
Cabai Rawit,2020-10-28,30750.0,Aceh
Cabai Rawit,2020-10-29,30750.0,Aceh
Cabai Rawit,2020-10-30,30750.0,Aceh
Cabai Rawit,2020-11-02,30750.0,Aceh
Cabai Rawit,2020-11-03,30750.0,Aceh
Cabai Rawit,2020-11-04,45000.0,Aceh
Cabai Rawit,2020-11-05,45000.0,Aceh
Cabai Rawit,2020-11-06,45000.0,Aceh
Cabai Rawit,2020-11-09,45000.0,Aceh
Cabai Rawit,2020-11-10,45000.0,Aceh
Cabai Rawit,2020-11-11,45000.0,Aceh
Cabai Rawit,2020-11-12,45000.0,Aceh
Cabai Rawit,2020-11-13,45000.0,Aceh
Cabai Rawit,2020-11-16,45000.0,Aceh
Cabai Rawit,2020-11-17,45000.0,Aceh
Cabai Rawit,2020-11-18,45000.0,Aceh
Cabai Rawit,2020-11-19,45000.0,Aceh
Cabai Rawit,2020-11-20,45000.0,Aceh
Cabai Rawit,2020-11-23,45000.0,Aceh
Cabai Rawit,2020-11-24,45000.0,Aceh
Cabai Rawit,2020-11-25,40000.0,Aceh
Cabai Rawit,2020-11-26,40000.0,Aceh
Cabai Rawit,2020-11-27,40000.0,Aceh
Cabai Rawit,2020-11-30,40000.0,Aceh
Cabai Rawit,2020-12-01,40000.0,Aceh
Cabai Rawit,2020-12-02,30750.0,Aceh
Cabai Rawit,2020-12-03,30750.0,Aceh
Cabai Rawit,2020-12-04,30750.0,Aceh
Cabai Rawit,2020-12-07,30750.0,Aceh
Cabai Rawit,2020-12-08,30750.0,Aceh
Cabai Rawit,2020-12-09,30750.0,Aceh
Cabai Rawit,2020-12-10,30750.0,Aceh
Cabai Rawit,2020-12-11,30750.0,Aceh
Cabai Rawit,2020-12-14,30750.0,Aceh
Cabai Rawit,2020-12-15,30750.0,Aceh
Cabai Rawit,2020-12-16,37500.0,Aceh
Cabai Rawit,2020-12-17,37500.0,Aceh
Cabai Rawit,2020-12-18,37500.0,Aceh
Cabai Rawit,2020-12-21,37500.0,Aceh
Cabai Rawit,2020-12-22,37500.0,Aceh
Cabai Rawit,2020-12-23,45000.0,Aceh
Cabai Rawit,2020-12-24,45000.0,Aceh
Cabai Rawit,2020-12-25,45000.0,Aceh
Cabai Rawit,2020-12-28,45000.0,Aceh
Cabai Rawit,2020-12-29,45000.0,Aceh
Cabai Rawit,2020-12-30,50000.0,Aceh
Cabai Rawit,2020-12-31,50000.0,Aceh
Cabai Rawit,2021-01-01,50000.0,Aceh
Cabai Rawit,2021-01-04,50000.0,Aceh
Cabai Rawit,2021-01-05,50000.0,Aceh
Cabai Rawit,2021-01-06,50000.0,Aceh
Cabai Rawit,2021-01-07,50000.0,Aceh
Cabai Rawit,2021-01-08,50000.0,Aceh
Cabai Rawit,2021-01-11,50000.0,Aceh
Cabai Rawit,2021-01-12,50000.0,Aceh
Cabai Rawit,2021-01-13,42000.0,Aceh
Cabai Rawit,2021-01-14,42000.0,Aceh
Cabai Rawit,2021-01-15,42000.0,Aceh
Cabai Rawit,2021-01-18,42000.0,Aceh
Cabai Rawit,2021-01-19,42000.0,Aceh
Cabai Rawit,2021-01-20,42000.0,Aceh
Cabai Rawit,2021-01-21,42000.0,Aceh
Cabai Rawit,2021-01-22,42000.0,Aceh
Cabai Rawit,2021-01-25,42000.0,Aceh
Cabai Rawit,2021-01-26,42000.0,Aceh
Cabai Rawit,2021-01-27,43500.0,Aceh
Cabai Rawit,2021-01-28,43500.0,Aceh
Cabai Rawit,2021-01-29,43500.0,Aceh
Cabai Rawit,2021-02-01,43500.0,Aceh
Cabai Rawit,2021-02-02,43500.0,Aceh
Cabai Rawit,2021-02-03,40000.0,Aceh
Cabai Rawit,2021-02-04,40000.0,Aceh
Cabai Rawit,2021-02-05,40000.0,Aceh
Cabai Rawit,2021-02-08,40000.0,Aceh
Cabai Rawit,2021-02-09,40000.0,Aceh
Cabai Rawit,2021-02-10,50000.0,Aceh
Cabai Rawit,2021-02-11,50000.0,Aceh
Cabai Rawit,2021-02-12,50000.0,Aceh
Cabai Rawit,2021-02-15,50000.0,Aceh
Cabai Rawit,2021-02-16,50000.0,Aceh
Cabai Rawit,2021-02-17,50000.0,Aceh
Cabai Rawit,2021-02-18,50000.0,Aceh
Cabai Rawit,2021-02-19,50000.0,Aceh
Cabai Rawit,2021-02-22,50000.0,Aceh
Cabai Rawit,2021-02-23,50000.0,Aceh
Cabai Rawit,2021-02-24,50000.0,Aceh
Cabai Rawit,2021-02-25,50000.0,Aceh
Cabai Rawit,2021-02-26,50000.0,Aceh
Cabai Rawit,2021-03-01,50000.0,Aceh
Cabai Rawit,2021-03-02,50000.0,Aceh
Cabai Rawit,2021-03-03,48000.0,Aceh
Cabai Rawit,2021-03-04,48000.0,Aceh
Cabai Rawit,2021-03-05,48000.0,Aceh
Cabai Rawit,2021-03-08,48000.0,Aceh
Cabai Rawit,2021-03-09,48000.0,Aceh
Cabai Rawit,2021-03-10,45000.0,Aceh
Cabai Rawit,2021-03-11,45000.0,Aceh
Cabai Rawit,2021-03-12,45000.0,Aceh
Cabai Rawit,2021-03-15,45000.0,Aceh
Cabai Rawit,2021-03-16,45000.0,Aceh
Cabai Rawit,2021-03-17,45000.0,Aceh
Cabai Rawit,2021-03-18,45000.0,Aceh
Cabai Rawit,2021-03-19,45000.0,Aceh
Cabai Rawit,2021-03-22,45000.0,Aceh
Cabai Rawit,2021-03-23,45000.0,Aceh
Cabai Rawit,2021-03-24,50000.0,Aceh
Cabai Rawit,2021-03-25,50000.0,Aceh
Cabai Rawit,2021-03-26,50000.0,Aceh
Cabai Rawit,2021-03-29,50000.0,Aceh
Cabai Rawit,2021-03-30,50000.0,Aceh
Cabai Rawit,2021-03-31,48000.0,Aceh
Cabai Rawit,2021-04-01,48000.0,Aceh
Cabai Rawit,2021-04-02,48000.0,Aceh
Cabai Rawit,2021-04-05,48000.0,Aceh
Cabai Rawit,2021-04-06,48000.0,Aceh
Cabai Rawit,2021-04-07,48000.0,Aceh
Cabai Rawit,2021-04-08,48000.0,Aceh
Cabai Rawit,2021-04-09,48000.0,Aceh
Cabai Rawit,2021-04-12,48000.0,Aceh
Cabai Rawit,2021-04-13,48000.0,Aceh
Cabai Rawit,2021-04-14,48000.0,Aceh
Cabai Rawit,2021-04-15,48000.0,Aceh
Cabai Rawit,2021-04-16,48000.0,Aceh
Cabai Rawit,2021-04-19,48000.0,Aceh
Cabai Rawit,2021-04-20,48000.0,Aceh
Cabai Rawit,2021-04-21,47000.0,Aceh
Cabai Rawit,2021-04-22,47000.0,Aceh
Cabai Rawit,2021-04-23,47000.0,Aceh
Cabai Rawit,2021-04-26,47000.0,Aceh
Cabai Rawit,2021-04-27,47000.0,Aceh
Cabai Rawit,2021-04-28,40000.0,Aceh
Cabai Rawit,2021-04-29,40000.0,Aceh
Cabai Rawit,2021-04-30,40000.0,Aceh
Cabai Rawit,2021-05-03,40000.0,Aceh
Cabai Rawit,2021-05-04,40000.0,Aceh
Cabai Rawit,2021-05-05,35000.0,Aceh
Cabai Rawit,2021-05-06,35000.0,Aceh
Cabai Rawit,2021-05-07,35000.0,Aceh
Cabai Rawit,2021-05-10,35000.0,Aceh
Cabai Rawit,2021-05-11,35000.0,Aceh
Cabai Rawit,2021-05-12,35000.0,Aceh
Cabai Rawit,2021-05-13,35000.0,Aceh
Cabai Rawit,2021-05-14,35000.0,Aceh
Cabai Rawit,2021-05-17,35000.0,Aceh
Cabai Rawit,2021-05-18,35000.0,Aceh
Cabai Rawit,2021-05-19,38000.0,Aceh
Cabai Rawit,2021-05-20,38000.0,Aceh
Cabai Rawit,2021-05-21,38000.0,Aceh
Cabai Rawit,2021-05-24,38000.0,Aceh
Cabai Rawit,2021-05-25,38000.0,Aceh
Cabai Rawit,2021-05-26,38000.0,Aceh
Cabai Rawit,2021-05-27,38000.0,Aceh
Cabai Rawit,2021-05-28,38000.0,Aceh
Cabai Rawit,2021-05-31,38000.0,Aceh
Cabai Rawit,2021-06-01,38000.0,Aceh
Cabai Rawit,2021-06-02,30000.0,Aceh
Cabai Rawit,2021-06-03,30000.0,Aceh
Cabai Rawit,2021-06-04,30000.0,Aceh
Cabai Rawit,2021-06-07,30000.0,Aceh
Cabai Rawit,2021-06-08,30000.0,Aceh
Cabai Rawit,2021-06-09,32000.0,Aceh
Cabai Rawit,2021-06-10,32000.0,Aceh
Cabai Rawit,2021-06-11,32000.0,Aceh
Cabai Rawit,2021-06-14,32000.0,Aceh
Cabai Rawit,2021-06-15,32000.0,Aceh
Cabai Rawit,2021-06-16,35000.0,Aceh
Cabai Rawit,2021-06-17,35000.0,Aceh
Cabai Rawit,2021-06-18,35000.0,Aceh
Cabai Rawit,2021-06-21,35000.0,Aceh
Cabai Rawit,2021-06-22,35000.0,Aceh
Cabai Rawit,2021-06-23,35000.0,Aceh
Cabai Rawit,2021-06-24,35000.0,Aceh
Cabai Rawit,2021-06-25,35000.0,Aceh
Cabai Rawit,2021-06-28,35000.0,Aceh
Cabai Rawit,2021-06-29,35000.0,Aceh
Cabai Rawit,2021-06-30,37000.0,Aceh
Cabai Rawit,2021-07-01,37000.0,Aceh
Cabai Rawit,2021-07-02,37000.0,Aceh
Cabai Rawit,2021-07-05,37000.0,Aceh
Cabai Rawit,2021-07-06,37000.0,Aceh
Cabai Rawit,2021-07-07,28500.0,Aceh
Cabai Rawit,2021-07-08,28500.0,Aceh
Cabai Rawit,2021-07-09,28500.0,Aceh
Cabai Rawit,2021-07-12,28500.0,Aceh
Cabai Rawit,2021-07-13,28500.0,Aceh
Cabai Rawit,2021-07-14,28500.0,Aceh
Cabai Rawit,2021-07-15,28500.0,Aceh
Cabai Rawit,2021-07-16,28500.0,Aceh
Cabai Rawit,2021-07-19,28500.0,Aceh
Cabai Rawit,2021-07-20,28500.0,Aceh
Cabai Rawit,2021-07-21,32000.0,Aceh
Cabai Rawit,2021-07-22,32000.0,Aceh
Cabai Rawit,2021-07-23,32000.0,Aceh
Cabai Rawit,2021-07-26,32000.0,Aceh
Cabai Rawit,2021-07-27,32000.0,Aceh
Cabai Rawit,2021-07-28,30000.0,Aceh
Cabai Rawit,2021-07-29,30000.0,Aceh
Cabai Rawit,2021-07-30,30000.0,Aceh
Cabai Rawit,2021-08-02,30000.0,Aceh
Cabai Rawit,2021-08-03,30000.0,Aceh
Cabai Rawit,2021-08-04,39400.0,Aceh
Cabai Rawit,2021-08-05,39400.0,Aceh
Cabai Rawit,2021-08-06,39400.0,Aceh
Cabai Rawit,2021-08-09,39400.0,Aceh
Cabai Rawit,2021-08-10,39400.0,Aceh
Cabai Rawit,2021-08-11,39400.0,Aceh
Cabai Rawit,2021-08-12,39400.0,Aceh
Cabai Rawit,2021-08-13,39400.0,Aceh
Cabai Rawit,2021-08-16,39400.0,Aceh
Cabai Rawit,2021-08-17,39400.0,Aceh
Cabai Rawit,2021-08-18,40500.0,Aceh
Cabai Rawit,2021-08-19,40500.0,Aceh
Cabai Rawit,2021-08-20,40500.0,Aceh
Cabai Rawit,2021-08-23,40500.0,Aceh
Cabai Rawit,2021-08-24,40500.0,Aceh
Cabai Rawit,2021-08-25,40000.0,Aceh
Cabai Rawit,2021-08-26,40000.0,Aceh
Cabai Rawit,2021-08-27,40000.0,Aceh
Cabai Rawit,2021-08-30,40000.0,Aceh
Cabai Rawit,2021-08-31,40000.0,Aceh
Cabai Rawit,2021-09-01,40000.0,Aceh
Cabai Rawit,2021-09-02,40000.0,Aceh
Cabai Rawit,2021-09-03,40000.0,Aceh
Cabai Rawit,2021-09-06,40000.0,Aceh
Cabai Rawit,2021-09-07,40000.0,Aceh
Cabai Rawit,2021-09-08,35000.0,Aceh
Cabai Rawit,2021-09-09,35000.0,Aceh
Cabai Rawit,2021-09-10,35000.0,Aceh
Cabai Rawit,2021-09-13,35000.0,Aceh
Cabai Rawit,2021-09-14,35000.0,Aceh
Cabai Rawit,2021-09-15,37500.0,Aceh
Cabai Rawit,2021-09-16,37500.0,Aceh
Cabai Rawit,2021-09-17,37500.0,Aceh
Cabai Rawit,2021-09-20,37500.0,Aceh
Cabai Rawit,2021-09-21,37500.0,Aceh
Cabai Rawit,2021-09-22,30000.0,Aceh
Cabai Rawit,2021-09-23,30000.0,Aceh
Cabai Rawit,2021-09-24,30000.0,Aceh
Cabai Rawit,2021-09-27,30000.0,Aceh
Cabai Rawit,2021-09-28,30000.0,Aceh
Cabai Rawit,2021-09-29,30000.0,Aceh
Cabai Rawit,2021-09-30,30000.0,Aceh
Cabai Rawit,2021-10-01,30000.0,Aceh
Cabai Rawit,2021-10-04,30000.0,Aceh
Cabai Rawit,2021-10-05,30000.0,Aceh
Cabai Rawit,2021-10-06,30000.0,Aceh
Cabai Rawit,2021-10-07,30000.0,Aceh
Cabai Rawit,2021-10-08,30000.0,Aceh
Cabai Rawit,2021-10-11,30000.0,Aceh
Cabai Rawit,2021-10-12,30000.0,Aceh
Cabai Rawit,2021-10-13,30000.0,Aceh
Cabai Rawit,2021-10-14,30000.0,Aceh
Cabai Rawit,2021-10-15,30000.0,Aceh
Cabai Rawit,2021-10-18,30000.0,Aceh
Cabai Rawit,2021-10-19,33500.0,Aceh
Cabai Rawit,2021-10-20,33500.0,Aceh
Cabai Rawit,2021-10-21,33500.0,Aceh
Cabai Rawit,2021-10-22,33500.0,Aceh
Cabai Rawit,2021-10-25,33500.0,Aceh
Cabai Rawit,2021-10-26,33500.0,Aceh
Cabai Rawit,2021-10-27,37000.0,Aceh
Cabai Rawit,2021-10-28,37000.0,Aceh
Cabai Rawit,2021-10-29,37000.0,Aceh
Cabai Rawit,2021-11-01,37000.0,Aceh
Cabai Rawit,2021-11-02,37000.0,Aceh
Cabai Rawit,2021-11-03,38000.0,Aceh
Cabai Rawit,2021-11-04,38000.0,Aceh
Cabai Rawit,2021-11-05,38000.0,Aceh
Cabai Rawit,2021-11-08,38000.0,Aceh
Cabai Rawit,2021-11-09,38000.0,Aceh
Cabai Rawit,2021-11-10,40000.0,Aceh
Cabai Rawit,2021-11-11,40000.0,Aceh
Cabai Rawit,2021-11-12,40000.0,Aceh
Cabai Rawit,2021-11-15,40000.0,Aceh
Cabai Rawit,2021-11-16,40000.0,Aceh
Cabai Rawit,2021-11-17,40000.0,Aceh
Cabai Rawit,2021-11-18,40000.0,Aceh
Cabai Rawit,2021-11-19,40000.0,Aceh
Cabai Rawit,2021-11-22,40000.0,Aceh
Cabai Rawit,2021-11-23,40000.0,Aceh
Cabai Rawit,2021-11-24,38500.0,Aceh
Cabai Rawit,2021-11-25,38500.0,Aceh
Cabai Rawit,2021-11-26,38500.0,Aceh
Cabai Rawit,2021-11-29,38500.0,Aceh
Cabai Rawit,2021-11-30,38500.0,Aceh
Cabai Rawit,2021-12-01,38500.0,Aceh
Cabai Rawit,2021-12-02,38500.0,Aceh
Cabai Rawit,2021-12-03,38500.0,Aceh
Cabai Rawit,2021-12-06,38500.0,Aceh
Cabai Rawit,2021-12-07,38500.0,Aceh
Cabai Rawit,2021-12-08,38500.0,Aceh
Cabai Rawit,2021-12-09,38500.0,Aceh
Cabai Rawit,2021-12-10,38500.0,Aceh
Cabai Rawit,2021-12-13,38500.0,Aceh
Cabai Rawit,2021-12-14,38500.0,Aceh
Cabai Rawit,2021-12-15,38500.0,Aceh
Cabai Rawit,2021-12-16,38500.0,Aceh
Cabai Rawit,2021-12-17,38500.0,Aceh
Cabai Rawit,2021-12-20,38500.0,Aceh
Cabai Rawit,2021-12-21,38500.0,Aceh
Cabai Rawit,2021-12-22,39000.0,Aceh
Cabai Rawit,2021-12-23,39000.0,Aceh
Cabai Rawit,2021-12-24,39000.0,Aceh
Cabai Rawit,2021-12-27,39000.0,Aceh
Cabai Rawit,2021-12-28,39000.0,Aceh
Cabai Rawit,2021-12-29,39000.0,Aceh
Cabai Rawit,2021-12-30,39000.0,Aceh
Cabai Rawit,2021-12-31,39000.0,Aceh
Cabai Rawit,2022-01-03,39000.0,Aceh
Cabai Rawit,2022-01-04,39000.0,Aceh
Cabai Rawit,2022-01-05,39000.0,Aceh
Cabai Rawit,2022-01-06,39000.0,Aceh
Cabai Rawit,2022-01-07,39000.0,Aceh
Cabai Rawit,2022-01-10,39000.0,Aceh
Cabai Rawit,2022-01-11,39000.0,Aceh
Cabai Rawit,2022-01-12,30000.0,Aceh
Cabai Rawit,2022-01-13,30000.0,Aceh
Cabai Rawit,2022-01-14,30000.0,Aceh
Cabai Rawit,2022-01-17,30000.0,Aceh
Cabai Rawit,2022-01-18,30000.0,Aceh
Cabai Rawit,2022-01-19,28500.0,Aceh
Cabai Rawit,2022-01-20,28500.0,Aceh
